puzzle_id,folder_name,source,difficulty,num_1x1_blockers,num_2x1_blockers,solution_length,exit_position
207,puzzle207,new_rl,easy,4,0,3,"[2,4]"
208,puzzle208,new_rl,easy,4,0,3,"[2,4]"
209,puzzle209,new_rl,easy,3,1,1,"[2,4]"
210,puzzle210,new_rl,easy,5,0,1,"[2,4]"
211,puzzle211,new_rl,easy,4,0,3,"[2,4]"
212,puzzle212,new_rl,easy,3,1,2,"[2,4]"
213,puzzle213,new_rl,easy,3,1,7,"[2,4]"
214,puzzle214,new_rl,easy,5,0,3,"[2,4]"
215,puzzle215,new_rl,easy,3,1,2,"[2,4]"
216,puzzle216,new_rl,easy,4,0,5,"[2,4]"
217,puzzle217,new_rl,easy,4,0,4,"[2,4]"
218,puzzle218,new_rl,easy,3,1,2,"[2,4]"
219,puzzle219,new_rl,easy,4,0,3,"[2,4]"
220,puzzle220,new_rl,easy,4,0,2,"[2,4]"
221,puzzle221,new_rl,easy,3,1,1,"[2,4]"
222,puzzle222,new_rl,easy,3,1,5,"[2,4]"
223,puzzle223,new_rl,easy,3,1,4,"[2,4]"
224,puzzle224,new_rl,easy,5,0,5,"[2,4]"
225,puzzle225,new_rl,easy,3,1,5,"[2,4]"
226,puzzle226,new_rl,easy,3,1,3,"[2,4]"
227,puzzle227,new_rl,easy,4,0,6,"[2,4]"
228,puzzle228,new_rl,easy,3,1,3,"[2,4]"
229,puzzle229,new_rl,easy,4,0,1,"[2,4]"
230,puzzle230,new_rl,easy,5,0,3,"[2,4]"
231,puzzle231,new_rl,easy,3,1,5,"[2,4]"
232,puzzle232,new_rl,easy,5,0,5,"[2,4]"
233,puzzle233,new_rl,easy,5,0,2,"[2,4]"
234,puzzle234,new_rl,easy,3,1,2,"[2,4]"
235,puzzle235,new_rl,easy,3,1,6,"[2,4]"
236,puzzle236,new_rl,easy,4,0,2,"[2,4]"
237,puzzle237,new_rl,easy,5,0,5,"[2,4]"
238,puzzle238,new_rl,easy,3,1,4,"[2,4]"
239,puzzle239,new_rl,easy,5,0,3,"[2,4]"
240,puzzle240,new_rl,easy,5,0,3,"[2,4]"
241,puzzle241,new_rl,easy,4,0,4,"[2,4]"
242,puzzle242,new_rl,easy,5,0,5,"[2,4]"
243,puzzle243,new_rl,easy,5,0,4,"[2,4]"
244,puzzle244,new_rl,easy,4,0,3,"[2,4]"
245,puzzle245,new_rl,easy,4,0,5,"[2,4]"
246,puzzle246,new_rl,easy,4,0,3,"[2,4]"
247,puzzle247,new_rl,easy,4,0,2,"[2,4]"
248,puzzle248,new_rl,easy,4,0,4,"[2,4]"
249,puzzle249,new_rl,easy,4,0,5,"[2,4]"
250,puzzle250,new_rl,easy,4,0,4,"[2,4]"
251,puzzle251,new_rl,easy,4,0,4,"[2,4]"
252,puzzle252,new_rl,easy,4,0,3,"[2,4]"
253,puzzle253,new_rl,easy,5,0,3,"[2,4]"
254,puzzle254,new_rl,easy,4,0,5,"[2,4]"
255,puzzle255,new_rl,easy,5,0,5,"[2,4]"
256,puzzle256,new_rl,easy,5,0,4,"[2,4]"
257,puzzle257,new_rl,easy,3,1,3,"[2,4]"
258,puzzle258,new_rl,easy,5,0,2,"[2,4]"
259,puzzle259,new_rl,easy,3,1,2,"[2,4]"
260,puzzle260,new_rl,easy,3,1,3,"[2,4]"
261,puzzle261,new_rl,easy,5,0,6,"[2,4]"
262,puzzle262,new_rl,easy,5,0,3,"[2,4]"
263,puzzle263,new_rl,easy,3,1,1,"[2,4]"
264,puzzle264,new_rl,easy,5,0,7,"[2,4]"
265,puzzle265,new_rl,easy,4,0,5,"[2,4]"
266,puzzle266,new_rl,easy,3,1,2,"[2,4]"
267,puzzle267,new_rl,easy,5,0,1,"[2,4]"
268,puzzle268,new_rl,easy,4,0,3,"[2,4]"
269,puzzle269,new_rl,easy,4,0,3,"[2,4]"
270,puzzle270,new_rl,easy,5,0,2,"[2,4]"
271,puzzle271,new_rl,easy,4,0,1,"[2,4]"
272,puzzle272,new_rl,easy,4,0,4,"[2,4]"
273,puzzle273,new_rl,easy,3,1,6,"[2,4]"
274,puzzle274,new_rl,easy,3,1,3,"[2,4]"
275,puzzle275,new_rl,easy,3,1,5,"[2,4]"
276,puzzle276,new_rl,easy,3,1,3,"[2,4]"
277,puzzle277,new_rl,easy,3,1,1,"[2,4]"
278,puzzle278,new_rl,easy,4,0,2,"[2,4]"
279,puzzle279,new_rl,easy,4,0,2,"[2,4]"
280,puzzle280,new_rl,easy,4,0,4,"[2,4]"
281,puzzle281,new_rl,easy,5,0,2,"[2,4]"
282,puzzle282,new_rl,easy,5,0,6,"[2,4]"
283,puzzle283,new_rl,easy,3,1,5,"[2,4]"
284,puzzle284,new_rl,easy,4,0,5,"[2,4]"
285,puzzle285,new_rl,easy,3,1,3,"[2,4]"
286,puzzle286,new_rl,easy,3,1,2,"[2,4]"
287,puzzle287,new_rl,easy,4,0,2,"[2,4]"
288,puzzle288,new_rl,easy,5,0,4,"[2,4]"
289,puzzle289,new_rl,easy,5,0,3,"[2,4]"
290,puzzle290,new_rl,easy,3,1,6,"[2,4]"
291,puzzle291,new_rl,easy,4,0,5,"[2,4]"
292,puzzle292,new_rl,easy,5,0,6,"[2,4]"
293,puzzle293,new_rl,easy,4,0,3,"[2,4]"
294,puzzle294,new_rl,easy,3,1,4,"[2,4]"
295,puzzle295,new_rl,easy,3,1,4,"[2,4]"
296,puzzle296,new_rl,easy,4,0,1,"[2,4]"
297,puzzle297,new_rl,easy,3,1,4,"[2,4]"
298,puzzle298,new_rl,easy,3,1,2,"[2,4]"
299,puzzle299,new_rl,easy,4,0,2,"[2,4]"
300,puzzle300,new_rl,easy,5,0,2,"[2,4]"
301,puzzle301,new_rl,easy,4,0,5,"[2,4]"
302,puzzle302,new_rl,easy,4,0,3,"[2,4]"
303,puzzle303,new_rl,easy,4,0,5,"[2,4]"
304,puzzle304,new_rl,easy,3,1,4,"[2,4]"
305,puzzle305,new_rl,easy,4,0,4,"[2,4]"
306,puzzle306,new_rl,easy,4,0,3,"[2,4]"
307,puzzle307,new_rl,easy,5,0,5,"[2,4]"
308,puzzle308,new_rl,easy,5,0,5,"[2,4]"
309,puzzle309,new_rl,easy,3,1,3,"[2,4]"
310,puzzle310,new_rl,easy,5,0,4,"[2,4]"
311,puzzle311,new_rl,easy,4,0,3,"[2,4]"
312,puzzle312,new_rl,easy,3,1,6,"[2,4]"
313,puzzle313,new_rl,easy,5,0,4,"[2,4]"
314,puzzle314,new_rl,easy,4,0,4,"[2,4]"
315,puzzle315,new_rl,easy,3,1,3,"[2,4]"
316,puzzle316,new_rl,easy,5,0,6,"[2,4]"
317,puzzle317,new_rl,easy,5,0,1,"[2,4]"
318,puzzle318,new_rl,easy,3,1,4,"[2,4]"
319,puzzle319,new_rl,easy,5,0,2,"[2,4]"
320,puzzle320,new_rl,easy,4,0,1,"[2,4]"
321,puzzle321,new_rl,easy,5,0,3,"[2,4]"
322,puzzle322,new_rl,easy,5,0,4,"[2,4]"
323,puzzle323,new_rl,easy,3,1,6,"[2,4]"
324,puzzle324,new_rl,easy,5,0,5,"[2,4]"
325,puzzle325,new_rl,easy,4,0,3,"[2,4]"
326,puzzle326,new_rl,easy,5,0,3,"[2,4]"
327,puzzle327,new_rl,easy,3,1,2,"[2,4]"
328,puzzle328,new_rl,easy,5,0,3,"[2,4]"
329,puzzle329,new_rl,easy,5,0,3,"[2,4]"
330,puzzle330,new_rl,easy,5,0,5,"[2,4]"
331,puzzle331,new_rl,easy,5,0,3,"[2,4]"
332,puzzle332,new_rl,easy,5,0,3,"[2,4]"
333,puzzle333,new_rl,easy,5,0,5,"[2,4]"
334,puzzle334,new_rl,easy,4,0,5,"[2,4]"
335,puzzle335,new_rl,easy,5,0,4,"[2,4]"
336,puzzle336,new_rl,easy,3,1,1,"[2,4]"
337,puzzle337,new_rl,easy,5,0,3,"[2,4]"
338,puzzle338,new_rl,easy,5,0,3,"[2,4]"
339,puzzle339,new_rl,easy,3,1,3,"[2,4]"
340,puzzle340,new_rl,easy,5,0,2,"[2,4]"
341,puzzle341,new_rl,easy,5,0,3,"[2,4]"
342,puzzle342,new_rl,easy,3,1,7,"[2,4]"
343,puzzle343,new_rl,easy,5,0,2,"[2,4]"
344,puzzle344,new_rl,easy,3,1,5,"[2,4]"
345,puzzle345,new_rl,easy,4,0,4,"[2,4]"
346,puzzle346,new_rl,easy,5,0,3,"[2,4]"
347,puzzle347,new_rl,easy,5,0,4,"[2,4]"
348,puzzle348,new_rl,easy,5,0,2,"[2,4]"
349,puzzle349,new_rl,easy,4,0,5,"[2,4]"
350,puzzle350,new_rl,easy,5,0,4,"[2,4]"
351,puzzle351,new_rl,easy,3,1,6,"[2,4]"
352,puzzle352,new_rl,easy,5,0,4,"[2,4]"
353,puzzle353,new_rl,easy,5,0,2,"[2,4]"
354,puzzle354,new_rl,easy,3,1,3,"[2,4]"
355,puzzle355,new_rl,easy,5,0,1,"[2,4]"
356,puzzle356,new_rl,easy,3,1,4,"[2,4]"
357,puzzle357,new_rl,easy,5,0,3,"[2,4]"
358,puzzle358,new_rl,easy,4,0,2,"[2,4]"
359,puzzle359,new_rl,easy,3,1,2,"[2,4]"
360,puzzle360,new_rl,easy,4,0,5,"[2,4]"
361,puzzle361,new_rl,easy,5,0,3,"[2,4]"
362,puzzle362,new_rl,easy,5,0,5,"[2,4]"
363,puzzle363,new_rl,easy,4,0,1,"[2,4]"
364,puzzle364,new_rl,easy,3,1,1,"[2,4]"
365,puzzle365,new_rl,easy,4,0,2,"[2,4]"
366,puzzle366,new_rl,easy,5,0,2,"[2,4]"
367,puzzle367,new_rl,easy,4,0,3,"[2,4]"
368,puzzle368,new_rl,easy,4,0,2,"[2,4]"
369,puzzle369,new_rl,easy,3,1,2,"[2,4]"
370,puzzle370,new_rl,easy,3,1,3,"[2,4]"
371,puzzle371,new_rl,easy,5,0,2,"[2,4]"
372,puzzle372,new_rl,easy,5,0,4,"[2,4]"
373,puzzle373,new_rl,easy,3,1,2,"[2,4]"
374,puzzle374,new_rl,easy,5,0,1,"[2,4]"
375,puzzle375,new_rl,easy,5,0,5,"[2,4]"
376,puzzle376,new_rl,easy,5,0,3,"[2,4]"
377,puzzle377,new_rl,easy,4,0,2,"[2,4]"
378,puzzle378,new_rl,easy,4,0,3,"[2,4]"
379,puzzle379,new_rl,easy,3,1,6,"[2,4]"
380,puzzle380,new_rl,easy,4,0,6,"[2,4]"
381,puzzle381,new_rl,easy,4,0,1,"[2,4]"
382,puzzle382,new_rl,easy,5,0,3,"[2,4]"
383,puzzle383,new_rl,easy,4,0,2,"[2,4]"
384,puzzle384,new_rl,easy,3,1,1,"[2,4]"
385,puzzle385,new_rl,easy,4,0,2,"[2,4]"
386,puzzle386,new_rl,easy,5,0,5,"[2,4]"
387,puzzle387,new_rl,easy,4,0,1,"[2,4]"
388,puzzle388,new_rl,easy,5,0,4,"[2,4]"
389,puzzle389,new_rl,easy,5,0,1,"[2,4]"
390,puzzle390,new_rl,easy,4,0,2,"[2,4]"
391,puzzle391,new_rl,easy,5,0,3,"[2,4]"
392,puzzle392,new_rl,easy,3,1,5,"[2,4]"
393,puzzle393,new_rl,easy,5,0,6,"[2,4]"
394,puzzle394,new_rl,easy,3,1,4,"[2,4]"
395,puzzle395,new_rl,easy,4,0,3,"[2,4]"
396,puzzle396,new_rl,easy,5,0,1,"[2,4]"
397,puzzle397,new_rl,easy,5,0,4,"[2,4]"
398,puzzle398,new_rl,easy,4,0,5,"[2,4]"
399,puzzle399,new_rl,easy,5,0,2,"[2,4]"
400,puzzle400,new_rl,easy,5,0,4,"[2,4]"
401,puzzle401,new_rl,easy,5,0,3,"[2,4]"
402,puzzle402,new_rl,easy,4,0,1,"[2,4]"
403,puzzle403,new_rl,easy,3,1,4,"[2,4]"
404,puzzle404,new_rl,easy,3,1,4,"[2,4]"
405,puzzle405,new_rl,easy,5,0,3,"[2,4]"
406,puzzle406,new_rl,easy,4,0,4,"[2,4]"
407,puzzle407,new_rl,easy,4,0,4,"[2,4]"
408,puzzle408,new_rl,easy,5,0,2,"[2,4]"
409,puzzle409,new_rl,easy,5,0,2,"[2,4]"
410,puzzle410,new_rl,easy,4,0,3,"[2,4]"
411,puzzle411,new_rl,easy,4,0,5,"[2,4]"
412,puzzle412,new_rl,easy,5,0,3,"[2,4]"
413,puzzle413,new_rl,easy,4,0,7,"[2,4]"
414,puzzle414,new_rl,easy,5,0,1,"[2,4]"
415,puzzle415,new_rl,easy,4,0,4,"[2,4]"
416,puzzle416,new_rl,easy,4,0,2,"[2,4]"
417,puzzle417,new_rl,easy,4,0,2,"[2,4]"
418,puzzle418,new_rl,easy,5,0,1,"[2,4]"
419,puzzle419,new_rl,easy,4,0,1,"[2,4]"
420,puzzle420,new_rl,easy,4,0,3,"[2,4]"
421,puzzle421,new_rl,easy,3,1,2,"[2,4]"
422,puzzle422,new_rl,easy,3,1,2,"[2,4]"
423,puzzle423,new_rl,easy,3,1,6,"[2,4]"
424,puzzle424,new_rl,easy,4,0,5,"[2,4]"
425,puzzle425,new_rl,easy,4,0,4,"[2,4]"
426,puzzle426,new_rl,easy,3,1,6,"[2,4]"
427,puzzle427,new_rl,easy,3,1,4,"[2,4]"
428,puzzle428,new_rl,easy,4,0,5,"[2,4]"
429,puzzle429,new_rl,easy,5,0,5,"[2,4]"
430,puzzle430,new_rl,easy,4,0,3,"[2,4]"
431,puzzle431,new_rl,easy,4,0,1,"[2,4]"
432,puzzle432,new_rl,easy,4,0,2,"[2,4]"
433,puzzle433,new_rl,easy,3,1,2,"[2,4]"
434,puzzle434,new_rl,easy,4,0,4,"[2,4]"
435,puzzle435,new_rl,easy,3,1,6,"[2,4]"
436,puzzle436,new_rl,easy,5,0,4,"[2,4]"
437,puzzle437,new_rl,easy,4,0,4,"[2,4]"
438,puzzle438,new_rl,easy,4,0,1,"[2,4]"
439,puzzle439,new_rl,easy,4,0,4,"[2,4]"
440,puzzle440,new_rl,easy,4,0,3,"[2,4]"
441,puzzle441,new_rl,easy,4,0,1,"[2,4]"
442,puzzle442,new_rl,easy,3,1,6,"[2,4]"
443,puzzle443,new_rl,easy,4,0,3,"[2,4]"
444,puzzle444,new_rl,easy,4,0,2,"[2,4]"
445,puzzle445,new_rl,easy,3,1,5,"[2,4]"
446,puzzle446,new_rl,easy,4,0,6,"[2,4]"
447,puzzle447,new_rl,easy,4,0,4,"[2,4]"
448,puzzle448,new_rl,easy,4,0,3,"[2,4]"
449,puzzle449,new_rl,easy,3,1,4,"[2,4]"
450,puzzle450,new_rl,easy,5,0,5,"[2,4]"
451,puzzle451,new_rl,easy,4,0,4,"[2,4]"
452,puzzle452,new_rl,easy,4,0,1,"[2,4]"
453,puzzle453,new_rl,easy,5,0,1,"[2,4]"
454,puzzle454,new_rl,easy,4,0,4,"[2,4]"
455,puzzle455,new_rl,easy,3,1,1,"[2,4]"
456,puzzle456,new_rl,easy,5,0,3,"[2,4]"
457,puzzle457,new_rl,easy,5,0,3,"[2,4]"
458,puzzle458,new_rl,easy,5,0,3,"[2,4]"
459,puzzle459,new_rl,easy,3,1,1,"[2,4]"
460,puzzle460,new_rl,easy,5,0,3,"[2,4]"
461,puzzle461,new_rl,easy,4,0,6,"[2,4]"
462,puzzle462,new_rl,easy,4,0,4,"[2,4]"
463,puzzle463,new_rl,easy,3,1,3,"[2,4]"
464,puzzle464,new_rl,easy,5,0,3,"[2,4]"
465,puzzle465,new_rl,easy,5,0,4,"[2,4]"
466,puzzle466,new_rl,easy,4,0,4,"[2,4]"
467,puzzle467,new_rl,easy,5,0,5,"[2,4]"
468,puzzle468,new_rl,easy,3,1,1,"[2,4]"
469,puzzle469,new_rl,easy,4,0,6,"[2,4]"
470,puzzle470,new_rl,easy,3,1,1,"[2,4]"
471,puzzle471,new_rl,easy,4,0,6,"[2,4]"
472,puzzle472,new_rl,easy,5,0,4,"[2,4]"
473,puzzle473,new_rl,easy,3,1,5,"[2,4]"
474,puzzle474,new_rl,easy,4,0,3,"[2,4]"
475,puzzle475,new_rl,easy,3,1,6,"[2,4]"
476,puzzle476,new_rl,easy,5,0,4,"[2,4]"
477,puzzle477,new_rl,easy,3,1,2,"[2,4]"
478,puzzle478,new_rl,easy,4,0,1,"[2,4]"
479,puzzle479,new_rl,easy,3,1,4,"[2,4]"
480,puzzle480,new_rl,easy,5,0,5,"[2,4]"
481,puzzle481,new_rl,easy,4,0,4,"[2,4]"
482,puzzle482,new_rl,easy,3,1,5,"[2,4]"
483,puzzle483,new_rl,easy,4,0,1,"[2,4]"
484,puzzle484,new_rl,easy,4,0,2,"[2,4]"
485,puzzle485,new_rl,easy,5,0,2,"[2,4]"
486,puzzle486,new_rl,easy,5,0,5,"[2,4]"
487,puzzle487,new_rl,easy,3,1,3,"[2,4]"
488,puzzle488,new_rl,easy,5,0,2,"[2,4]"
489,puzzle489,new_rl,easy,3,1,4,"[2,4]"
490,puzzle490,new_rl,easy,5,0,4,"[2,4]"
491,puzzle491,new_rl,easy,3,1,3,"[2,4]"
492,puzzle492,new_rl,easy,5,0,2,"[2,4]"
493,puzzle493,new_rl,easy,3,1,3,"[2,4]"
494,puzzle494,new_rl,easy,4,0,3,"[2,4]"
495,puzzle495,new_rl,easy,3,1,1,"[2,4]"
496,puzzle496,new_rl,easy,5,0,2,"[2,4]"
497,puzzle497,new_rl,easy,4,0,2,"[2,4]"
498,puzzle498,new_rl,easy,3,1,4,"[2,4]"
499,puzzle499,new_rl,easy,3,1,2,"[2,4]"
500,puzzle500,new_rl,easy,5,0,5,"[2,4]"
501,puzzle501,new_rl,easy,4,0,3,"[2,4]"
502,puzzle502,new_rl,easy,5,0,1,"[2,4]"
503,puzzle503,new_rl,easy,5,0,5,"[2,4]"
504,puzzle504,new_rl,easy,5,0,2,"[2,4]"
505,puzzle505,new_rl,easy,5,0,4,"[2,4]"
506,puzzle506,new_rl,easy,3,1,5,"[2,4]"
507,puzzle507,new_rl,easy,3,1,3,"[2,4]"
508,puzzle508,new_rl,easy,3,1,4,"[2,4]"
509,puzzle509,new_rl,easy,3,1,6,"[2,4]"
510,puzzle510,new_rl,easy,5,0,3,"[2,4]"
511,puzzle511,new_rl,easy,4,0,3,"[2,4]"
512,puzzle512,new_rl,easy,3,1,2,"[2,4]"
513,puzzle513,new_rl,easy,3,1,7,"[2,4]"
514,puzzle514,new_rl,easy,4,0,3,"[2,4]"
515,puzzle515,new_rl,easy,5,0,5,"[2,4]"
516,puzzle516,new_rl,easy,3,1,1,"[2,4]"
517,puzzle517,new_rl,easy,3,1,5,"[2,4]"
518,puzzle518,new_rl,easy,5,0,3,"[2,4]"
519,puzzle519,new_rl,easy,4,0,6,"[2,4]"
520,puzzle520,new_rl,easy,5,0,3,"[2,4]"
521,puzzle521,new_rl,easy,4,0,2,"[2,4]"
522,puzzle522,new_rl,easy,5,0,2,"[2,4]"
523,puzzle523,new_rl,easy,5,0,4,"[2,4]"
524,puzzle524,new_rl,easy,4,0,1,"[2,4]"
525,puzzle525,new_rl,easy,3,1,5,"[2,4]"
526,puzzle526,new_rl,easy,4,0,3,"[2,4]"
527,puzzle527,new_rl,easy,3,1,4,"[2,4]"
528,puzzle528,new_rl,easy,5,0,6,"[2,4]"
529,puzzle529,new_rl,easy,5,0,3,"[2,4]"
530,puzzle530,new_rl,easy,5,0,5,"[2,4]"
531,puzzle531,new_rl,easy,4,0,4,"[2,4]"
532,puzzle532,new_rl,easy,5,0,1,"[2,4]"
533,puzzle533,new_rl,easy,4,0,4,"[2,4]"
534,puzzle534,new_rl,easy,4,0,4,"[2,4]"
535,puzzle535,new_rl,easy,5,0,7,"[2,4]"
536,puzzle536,new_rl,easy,5,0,4,"[2,4]"
537,puzzle537,new_rl,easy,3,1,3,"[2,4]"
538,puzzle538,new_rl,easy,4,0,2,"[2,4]"
539,puzzle539,new_rl,easy,3,1,4,"[2,4]"
540,puzzle540,new_rl,easy,4,0,4,"[2,4]"
541,puzzle541,new_rl,easy,4,0,3,"[2,4]"
542,puzzle542,new_rl,easy,5,0,6,"[2,4]"
543,puzzle543,new_rl,easy,5,0,6,"[2,4]"
544,puzzle544,new_rl,easy,4,0,4,"[2,4]"
545,puzzle545,new_rl,easy,4,0,3,"[2,4]"
546,puzzle546,new_rl,easy,5,0,4,"[2,4]"
547,puzzle547,new_rl,easy,3,1,4,"[2,4]"
548,puzzle548,new_rl,easy,3,1,3,"[2,4]"
549,puzzle549,new_rl,easy,5,0,5,"[2,4]"
550,puzzle550,new_rl,easy,5,0,6,"[2,4]"
551,puzzle551,new_rl,easy,5,0,2,"[2,4]"
552,puzzle552,new_rl,easy,4,0,2,"[2,4]"
553,puzzle553,new_rl,easy,4,0,5,"[2,4]"
554,puzzle554,new_rl,easy,3,1,3,"[2,4]"
555,puzzle555,new_rl,easy,5,0,3,"[2,4]"
556,puzzle556,new_rl,easy,5,0,3,"[2,4]"
557,puzzle557,new_rl,easy,3,1,5,"[2,4]"
558,puzzle558,new_rl,easy,5,0,4,"[2,4]"
559,puzzle559,new_rl,easy,5,0,5,"[2,4]"
560,puzzle560,new_rl,easy,3,1,3,"[2,4]"
561,puzzle561,new_rl,easy,3,1,4,"[2,4]"
562,puzzle562,new_rl,easy,5,0,5,"[2,4]"
563,puzzle563,new_rl,easy,3,1,4,"[2,4]"
564,puzzle564,new_rl,easy,3,1,5,"[2,4]"
565,puzzle565,new_rl,easy,5,0,5,"[2,4]"
566,puzzle566,new_rl,easy,5,0,4,"[2,4]"
567,puzzle567,new_rl,easy,4,0,3,"[2,4]"
568,puzzle568,new_rl,easy,3,1,1,"[2,4]"
569,puzzle569,new_rl,easy,3,1,2,"[2,4]"
570,puzzle570,new_rl,easy,5,0,2,"[2,4]"
571,puzzle571,new_rl,easy,5,0,1,"[2,4]"
572,puzzle572,new_rl,easy,5,0,3,"[2,4]"
573,puzzle573,new_rl,easy,3,1,4,"[2,4]"
574,puzzle574,new_rl,easy,5,0,2,"[2,4]"
575,puzzle575,new_rl,easy,3,1,2,"[2,4]"
576,puzzle576,new_rl,easy,4,0,4,"[2,4]"
577,puzzle577,new_rl,easy,4,0,1,"[2,4]"
578,puzzle578,new_rl,easy,3,1,7,"[2,4]"
579,puzzle579,new_rl,easy,4,0,3,"[2,4]"
580,puzzle580,new_rl,easy,4,0,2,"[2,4]"
581,puzzle581,new_rl,easy,3,1,5,"[2,4]"
582,puzzle582,new_rl,easy,3,1,4,"[2,4]"
583,puzzle583,new_rl,easy,3,1,3,"[2,4]"
584,puzzle584,new_rl,easy,4,0,4,"[2,4]"
585,puzzle585,new_rl,easy,3,1,1,"[2,4]"
586,puzzle586,new_rl,easy,3,1,5,"[2,4]"
587,puzzle587,new_rl,easy,5,0,2,"[2,4]"
588,puzzle588,new_rl,easy,3,1,4,"[2,4]"
589,puzzle589,new_rl,easy,3,1,4,"[2,4]"
590,puzzle590,new_rl,easy,3,1,5,"[2,4]"
591,puzzle591,new_rl,easy,5,0,3,"[2,4]"
592,puzzle592,new_rl,easy,3,1,5,"[2,4]"
593,puzzle593,new_rl,easy,4,0,1,"[2,4]"
594,puzzle594,new_rl,easy,3,1,2,"[2,4]"
595,puzzle595,new_rl,easy,4,0,5,"[2,4]"
596,puzzle596,new_rl,easy,3,1,4,"[2,4]"
597,puzzle597,new_rl,easy,3,1,4,"[2,4]"
598,puzzle598,new_rl,easy,5,0,4,"[2,4]"
599,puzzle599,new_rl,easy,5,0,2,"[2,4]"
600,puzzle600,new_rl,easy,3,1,1,"[2,4]"
601,puzzle601,new_rl,easy,3,1,5,"[2,4]"
602,puzzle602,new_rl,easy,5,0,3,"[2,4]"
603,puzzle603,new_rl,easy,3,1,2,"[2,4]"
604,puzzle604,new_rl,easy,5,0,5,"[2,4]"
605,puzzle605,new_rl,easy,3,1,4,"[2,4]"
606,puzzle606,new_rl,easy,3,1,3,"[2,4]"
607,puzzle607,new_rl,easy,5,0,3,"[2,4]"
608,puzzle608,new_rl,easy,4,0,4,"[2,4]"
609,puzzle609,new_rl,easy,3,1,4,"[2,4]"
610,puzzle610,new_rl,easy,3,1,2,"[2,4]"
611,puzzle611,new_rl,easy,3,1,4,"[2,4]"
612,puzzle612,new_rl,easy,3,1,1,"[2,4]"
613,puzzle613,new_rl,easy,4,0,1,"[2,4]"
